profile_id,algorithm,run,step,fitness
1,GA,1,138,3851.0
1,GA,1,139,3851.0
1,GA,1,140,3851.0
1,GA,1,141,3851.0
1,GA,1,142,3851.0
1,GA,1,143,3851.0
1,GA,1,144,3851.0
1,GA,1,145,3851.0
1,GA,1,146,3851.0
1,GA,1,147,3851.0
1,GA,1,148,3851.0
1,GA,1,149,3851.0
1,GA,1,150,3851.0
1,GA,1,151,3851.0
1,GA,1,152,3851.0
1,GA,1,153,3851.0
1,GA,1,154,3851.0
1,GA,1,155,3851.0
1,GA,1,156,3851.0
1,GA,1,157,3851.0
1,GA,1,158,3851.0
1,GA,1,159,3851.0
1,GA,1,160,3851.0
1,GA,1,161,3851.0
1,GA,1,162,3851.0
1,GA,1,163,3851.0
1,GA,1,164,3851.0
1,GA,1,165,3851.0
1,GA,1,166,3851.0
1,GA,1,167,3851.0
1,GA,1,168,3851.0
1,GA,1,169,3851.0
1,GA,1,170,3851.0
1,GA,1,171,3851.0
1,GA,1,172,3851.0
1,GA,1,173,3851.0
1,GA,1,174,3851.0
1,GA,1,175,3851.0
1,GA,1,176,3851.0
1,GA,1,177,3851.0
1,GA,1,178,3851.0
1,GA,1,179,3851.0
1,GA,1,180,3851.0
1,GA,1,181,3851.0
1,GA,1,182,3851.0
1,GA,1,183,3851.0
1,GA,1,184,3851.0
1,GA,1,185,3851.0
1,GA,1,186,3851.0
1,GA,1,187,3851.0
1,GA,1,188,3851.0
1,GA,1,189,3851.0
1,GA,1,190,3851.0
1,GA,1,191,3851.0
1,GA,1,192,3851.0
1,GA,1,193,3851.0
1,GA,1,194,3851.0
1,GA,1,195,3851.0
1,GA,1,196,3851.0
1,GA,1,197,3851.0
1,GA,1,198,3851.0
1,GA,1,199,3851.0
1,GA,1,200,3851.0
1,GA,1,201,3851.0
1,GA,2,1,35158.71245112449
1,GA,2,2,33209.736024119076
1,GA,2,3,29845.88808931091
1,GA,2,4,22650.16754465476
1,GA,2,5,20278.971004870968
1,GA,2,6,16706.09417720528
1,GA,2,7,13770.060896811676
1,GA,2,8,11432.672646446727
1,GA,2,9,10518.787152083582
1,GA,2,10,10355.77203931875
1,GA,2,11,9870.945706836745
1,GA,2,12,9274.652486472205
1,GA,2,13,8340.979156848469
1,GA,2,14,8340.979156848469
1,GA,2,15,8283.759869154037
1,GA,2,16,8025.691623541968
1,GA,2,17,7302.736228045193
1,GA,2,18,6881.768668353428
1,GA,2,19,6563.647178771852
1,GA,2,20,6255.450049012203
1,GA,2,21,5709.694321438619
1,GA,2,22,5697.250352307239
1,GA,2,23,5678.712484968126
1,GA,2,24,5415.46218442542
1,GA,2,25,5415.46218442542
1,GA,2,26,5206.162906246631
1,GA,2,27,5206.162906246631
1,GA,2,28,5060.827802603865
1,GA,2,29,4971.949443256395
1,GA,2,30,4720.633952733177
1,GA,2,31,4681.136575194549
1,GA,2,32,4448.0
1,GA,2,33,4302.772344959067
1,GA,2,34,4226.0
1,GA,2,35,4171.0
1,GA,2,36,4171.0
1,GA,2,37,4157.0
1,GA,2,38,4149.0
1,GA,2,39,4132.0
1,GA,2,40,4041.0
1,GA,2,41,4041.0
1,GA,2,42,3997.0
1,GA,2,43,3978.0
1,GA,2,44,3976.530699871189
1,GA,2,45,3974.0
1,GA,2,46,3966.0
1,GA,2,47,3966.0
1,GA,2,48,3955.0
1,GA,2,49,3944.0
1,GA,2,50,3921.0788231020706
1,GA,2,51,3921.0788231020706
1,GA,2,52,3895.0
1,GA,2,53,3895.0
1,GA,2,54,3895.0
1,GA,2,55,3889.0
1,GA,2,56,3885.0
1,GA,2,57,3885.0
1,GA,2,58,3885.0
1,GA,2,59,3885.0
1,GA,2,60,3878.0
1,GA,2,61,3878.0
1,GA,2,62,3876.0
1,GA,2,63,3876.0
1,GA,2,64,3876.0
1,GA,2,65,3875.0
1,GA,2,66,3873.0
1,GA,2,67,3873.0
1,GA,2,68,3873.0
1,GA,2,69,3871.0
1,GA,2,70,3871.0
1,GA,2,71,3871.0
1,GA,2,72,3868.0
1,GA,2,73,3868.0
1,GA,2,74,3868.0
1,GA,2,75,3868.0
1,GA,2,76,3868.0
1,GA,2,77,3868.0
1,GA,2,78,3868.0
1,GA,2,79,3867.0
1,GA,2,80,3867.0
1,GA,2,81,3867.0
1,GA,2,82,3867.0
1,GA,2,83,3867.0
1,GA,2,84,3865.0
1,GA,2,85,3865.0
1,GA,2,86,3865.0
1,GA,2,87,3865.0
1,GA,2,88,3865.0
1,GA,2,89,3865.0
1,GA,2,90,3865.0
1,GA,2,91,3865.0
1,GA,2,92,3864.0
1,GA,2,93,3864.0
1,GA,2,94,3864.0
1,GA,2,95,3864.0
1,GA,2,96,3863.0
1,GA,2,97,3863.0
1,GA,2,98,3863.0
1,GA,2,99,3862.0
1,GA,2,100,3861.0
1,GA,2,101,3860.0
1,GA,2,102,3860.0
1,GA,2,103,3859.0
1,GA,2,104,3858.0
1,GA,2,105,3858.0
1,GA,2,106,3858.0
1,GA,2,107,3858.0
1,GA,2,108,3858.0
1,GA,2,109,3858.0
1,GA,2,110,3857.0
1,GA,2,111,3857.0
1,GA,2,112,3857.0
1,GA,2,113,3857.0
1,GA,2,114,3856.0
1,GA,2,115,3856.0
1,GA,2,116,3856.0
1,GA,2,117,3856.0
1,GA,2,118,3856.0
1,GA,2,119,3856.0
1,GA,2,120,3856.0
1,GA,2,121,3856.0
1,GA,2,122,3856.0
1,GA,2,123,3856.0
1,GA,2,124,3856.0
1,GA,2,125,3854.0
1,GA,2,126,3854.0
1,GA,2,127,3854.0
1,GA,2,128,3854.0
1,GA,2,129,3854.0
1,GA,2,130,3854.0
1,GA,2,131,3854.0
1,GA,2,132,3853.0
1,GA,2,133,3853.0
1,GA,2,134,3853.0
1,GA,2,135,3852.0
1,GA,2,136,3852.0
1,GA,2,137,3852.0
1,GA,2,138,3852.0
1,GA,2,139,3852.0
1,GA,2,140,3852.0
1,GA,2,141,3852.0
1,GA,2,142,3852.0
1,GA,2,143,3852.0
1,GA,2,144,3852.0
1,GA,2,145,3852.0
1,GA,2,146,3852.0
1,GA,2,147,3852.0
1,GA,2,148,3852.0
1,GA,2,149,3852.0
1,GA,2,150,3852.0
1,GA,2,151,3852.0
1,GA,2,152,3852.0
1,GA,2,153,3852.0
1,GA,2,154,3851.0
1,GA,2,155,3851.0
1,GA,2,156,3851.0
1,GA,2,157,3851.0
1,GA,2,158,3851.0
1,GA,2,159,3851.0
1,GA,2,160,3851.0
1,GA,2,161,3851.0
1,GA,2,162,3851.0
1,GA,2,163,3851.0
1,GA,2,164,3851.0
1,GA,2,165,3851.0
1,GA,2,166,3851.0
1,GA,2,167,3851.0
1,GA,2,168,3851.0
1,GA,2,169,3851.0
1,GA,2,170,3851.0
1,GA,2,171,3851.0
1,GA,2,172,3851.0
1,GA,2,173,3851.0
1,GA,2,174,3851.0
1,GA,2,175,3851.0
1,GA,2,176,3851.0
1,GA,2,177,3851.0
1,GA,2,178,3851.0
1,GA,2,179,3851.0
1,GA,2,180,3851.0
1,GA,2,181,3851.0
1,GA,2,182,3851.0
1,GA,2,183,3851.0
1,GA,2,184,3851.0
1,GA,2,185,3851.0
1,GA,2,186,3851.0
1,GA,2,187,3851.0
1,GA,2,188,3851.0
1,GA,2,189,3851.0
1,GA,2,190,3851.0
1,GA,2,191,3851.0
1,GA,2,192,3851.0
1,GA,2,193,3851.0
1,GA,2,194,3851.0
1,GA,2,195,3851.0
1,GA,2,196,3851.0
1,GA,2,197,3851.0
1,GA,2,198,3851.0
1,GA,2,199,3851.0
1,GA,2,200,3851.0
1,GA,2,201,3851.0
1,GA,3,1,35278.393455224796
1,GA,3,2,28909.864040848508
1,GA,3,3,25450.89726141505
1,GA,3,4,16714.26257620735
1,GA,3,5,15086.944416269176
1,GA,3,6,9474.111193058357
1,GA,3,7,9167.243684324147
1,GA,3,8,7652.974235573574
1,GA,3,9,7325.288737811119
1,GA,3,10,6730.660181877985
1,GA,3,11,6661.194542302654
1,GA,3,12,6239.792673143775
1,GA,3,13,5717.792673143775
1,GA,3,14,5579.792673143775
1,GA,3,15,5481.452908556467
1,GA,3,16,5146.0
1,GA,3,17,5046.0
1,GA,3,18,4762.660235412693
1,GA,3,19,4456.660235412693
1,GA,3,20,4428.660235412693
1,GA,3,21,4328.0
1,GA,3,22,4248.0
1,GA,3,23,4234.660235412693
1,GA,3,24,4186.0
1,GA,3,25,4086.0
1,GA,3,26,4071.0
1,GA,3,27,4047.0
1,GA,3,28,4047.0
1,GA,3,29,4031.0
1,GA,3,30,4020.0
1,GA,3,31,4001.0
1,GA,3,32,3989.0
1,GA,3,33,3968.0
1,GA,3,34,3968.0
1,GA,3,35,3964.0
1,GA,3,36,3960.0
1,GA,3,37,3946.0
1,GA,3,38,3946.0
1,GA,3,39,3946.0
1,GA,3,40,3912.0
1,GA,3,41,3912.0
1,GA,3,42,3905.0
1,GA,3,43,3900.0
1,GA,3,44,3898.0
1,GA,3,45,3893.0
1,GA,3,46,3887.0
1,GA,3,47,3885.0
1,GA,3,48,3882.0
1,GA,3,49,3877.0
1,GA,3,50,3876.0
1,GA,3,51,3875.0
1,GA,3,52,3869.0
1,GA,3,53,3869.0
1,GA,3,54,3868.0
1,GA,3,55,3867.0
1,GA,3,56,3866.0
1,GA,3,57,3865.0
1,GA,3,58,3864.0
1,GA,3,59,3864.0
1,GA,3,60,3862.0
1,GA,3,61,3862.0
1,GA,3,62,3862.0
1,GA,3,63,3862.0
1,GA,3,64,3862.0
1,GA,3,65,3862.0
1,GA,3,66,3862.0
1,GA,3,67,3860.0
1,GA,3,68,3860.0
1,GA,3,69,3860.0
1,GA,3,70,3860.0
1,GA,3,71,3860.0
1,GA,3,72,3860.0
1,GA,3,73,3859.0
1,GA,3,74,3859.0
1,GA,3,75,3859.0
1,GA,3,76,3859.0
1,GA,3,77,3857.0
1,GA,3,78,3857.0
1,GA,3,79,3857.0
1,GA,3,80,3857.0
1,GA,3,81,3857.0
1,GA,3,82,3857.0
1,GA,3,83,3857.0
1,GA,3,84,3857.0
1,GA,3,85,3857.0
1,GA,3,86,3857.0
1,GA,3,87,3857.0
1,GA,3,88,3857.0
1,GA,3,89,3857.0
1,GA,3,90,3857.0
1,GA,3,91,3856.0
1,GA,3,92,3856.0
1,GA,3,93,3856.0
1,GA,3,94,3856.0
1,GA,3,95,3856.0
1,GA,3,96,3856.0
1,GA,3,97,3856.0
1,GA,3,98,3856.0
1,GA,3,99,3856.0
1,GA,3,100,3856.0
1,GA,3,101,3856.0
1,GA,3,102,3855.0
1,GA,3,103,3855.0
1,GA,3,104,3855.0
1,GA,3,105,3855.0
1,GA,3,106,3855.0
1,GA,3,107,3855.0
1,GA,3,108,3855.0
1,GA,3,109,3855.0
1,GA,3,110,3855.0
1,GA,3,111,3855.0
1,GA,3,112,3855.0
1,GA,3,113,3855.0
1,GA,3,114,3855.0
1,GA,3,115,3855.0
1,GA,3,116,3854.0
1,GA,3,117,3854.0
1,GA,3,118,3854.0
1,GA,3,119,3854.0
1,GA,3,120,3854.0
1,GA,3,121,3853.0
1,GA,3,122,3853.0
1,GA,3,123,3853.0
1,GA,3,124,3853.0
1,GA,3,125,3853.0
1,GA,3,126,3853.0
1,GA,3,127,3853.0
1,GA,3,128,3853.0
1,GA,3,129,3853.0
1,GA,3,130,3853.0
1,GA,3,131,3853.0
1,GA,3,132,3853.0
1,GA,3,133,3853.0
1,GA,3,134,3853.0
1,GA,3,135,3853.0
1,GA,3,136,3853.0
1,GA,3,137,3853.0
1,GA,3,138,3853.0
1,GA,3,139,3853.0
1,GA,3,140,3853.0
1,GA,3,141,3853.0
1,GA,3,142,3853.0
1,GA,3,143,3853.0
1,GA,3,144,3853.0
1,GA,3,145,3853.0
1,GA,3,146,3853.0
1,GA,3,147,3853.0
1,GA,3,148,3853.0
1,GA,3,149,3853.0
1,GA,3,150,3853.0
1,GA,3,151,3853.0
1,GA,3,152,3853.0
1,GA,3,153,3853.0
1,GA,3,154,3853.0
1,GA,3,155,3853.0
1,GA,3,156,3853.0
1,GA,3,157,3853.0
1,GA,3,158,3853.0
1,GA,3,159,3853.0
1,GA,3,160,3853.0
1,GA,3,161,3853.0
1,GA,3,162,3853.0
1,GA,3,163,3853.0
1,GA,3,164,3853.0
1,GA,3,165,3853.0
1,GA,3,166,3853.0
1,GA,3,167,3853.0
1,GA,3,168,3853.0
1,GA,3,169,3852.0
1,GA,3,170,3852.0
1,GA,3,171,3852.0
1,GA,3,172,3852.0
1,GA,3,173,3852.0
1,GA,3,174,3852.0
1,GA,3,175,3852.0
1,GA,3,176,3852.0
1,GA,3,177,3852.0
1,GA,3,178,3852.0
1,GA,3,179,3852.0
1,GA,3,180,3852.0
1,GA,3,181,3852.0
1,GA,3,182,3852.0
1,GA,3,183,3852.0
1,GA,3,184,3852.0
1,GA,3,185,3852.0
1,GA,3,186,3852.0
1,GA,3,187,3852.0
1,GA,3,188,3852.0
1,GA,3,189,3852.0
1,GA,3,190,3852.0
1,GA,3,191,3852.0
1,GA,3,192,3852.0
1,GA,3,193,3852.0
1,GA,3,194,3852.0
1,GA,3,195,3852.0
1,GA,3,196,3852.0
1,GA,3,197,3852.0
1,GA,3,198,3852.0
1,GA,3,199,3852.0
1,GA,3,200,3852.0
1,GA,3,201,3852.0
1,GA,4,1,38240.75279047754
1,GA,4,2,29809.572124658014
1,GA,4,3,23978.64255007057
1,GA,4,4,15047.662211909523
1,GA,4,5,13879.494087880854
1,GA,4,6,13608.920105674302
1,GA,4,7,9754.662211909523
1,GA,4,8,8061.423327347776
1,GA,4,9,7523.078525276865
1,GA,4,10,7374.857274658156
1,GA,4,11,7147.757682230142
1,GA,4,12,6943.927544413521
1,GA,4,13,6493.69510601372
1,GA,4,14,6144.535989215651
1,GA,4,15,6115.856833363423
1,GA,4,16,5891.069667803174
1,GA,4,17,5681.516721819334
1,GA,4,18,5588.485383893716
1,GA,4,19,5154.145272349627
1,GA,4,20,4922.052711034985
1,GA,4,21,4922.052711034985
1,GA,4,22,4601.516721819334
1,GA,4,23,4556.516721819334
1,GA,4,24,4556.516721819334
1,GA,4,25,4244.516721819334
1,GA,4,26,4244.516721819334
1,GA,4,27,4124.516721819334
1,GA,4,28,4124.516721819334
1,GA,4,29,4124.516721819334
1,GA,4,30,4116.0
1,GA,4,31,4072.0214583186275
1,GA,4,32,4040.0
1,GA,4,33,4038.0
1,GA,4,34,4019.0
1,GA,4,35,3959.0
1,GA,4,36,3934.0
1,GA,4,37,3934.0
1,GA,4,38,3934.0
1,GA,4,39,3922.0
1,GA,4,40,3895.0
1,GA,4,41,3894.0
1,GA,4,42,3888.0
1,GA,4,43,3881.0
1,GA,4,44,3881.0
1,GA,4,45,3876.0
1,GA,4,46,3876.0
1,GA,4,47,3876.0
1,GA,4,48,3869.0
1,GA,4,49,3869.0
1,GA,4,50,3864.0
1,GA,4,51,3864.0
1,GA,4,52,3864.0
1,GA,4,53,3864.0
1,GA,4,54,3864.0
1,GA,4,55,3864.0
1,GA,4,56,3864.0
1,GA,4,57,3864.0
1,GA,4,58,3861.0
1,GA,4,59,3861.0
1,GA,4,60,3861.0
1,GA,4,61,3861.0
1,GA,4,62,3861.0
1,GA,4,63,3861.0
1,GA,4,64,3861.0
1,GA,4,65,3861.0
1,GA,4,66,3861.0
1,GA,4,67,3854.0
1,GA,4,68,3854.0
1,GA,4,69,3854.0
1,GA,4,70,3854.0
1,GA,4,71,3854.0
1,GA,4,72,3854.0
1,GA,4,73,3854.0
1,GA,4,74,3854.0
1,GA,4,75,3854.0
1,GA,4,76,3854.0
1,GA,4,77,3854.0
1,GA,4,78,3854.0
1,GA,4,79,3854.0
1,GA,4,80,3854.0
1,GA,4,81,3854.0
1,GA,4,82,3854.0
1,GA,4,83,3854.0
1,GA,4,84,3854.0
1,GA,4,85,3854.0
1,GA,4,86,3854.0
1,GA,4,87,3854.0
1,GA,4,88,3854.0
1,GA,4,89,3854.0
1,GA,4,90,3854.0
1,GA,4,91,3854.0
1,GA,4,92,3854.0
1,GA,4,93,3854.0
1,GA,4,94,3854.0
1,GA,4,95,3854.0
1,GA,4,96,3854.0
1,GA,4,97,3854.0
1,GA,4,98,3854.0
1,GA,4,99,3854.0
1,GA,4,100,3854.0
1,GA,4,101,3854.0
1,GA,4,102,3854.0
1,GA,4,103,3853.0
1,GA,4,104,3853.0
1,GA,4,105,3853.0
1,GA,4,106,3853.0
1,GA,4,107,3853.0
1,GA,4,108,3852.0
1,GA,4,109,3852.0
1,GA,4,110,3852.0
1,GA,4,111,3852.0
1,GA,4,112,3852.0
1,GA,4,113,3852.0
1,GA,4,114,3852.0
1,GA,4,115,3852.0
1,GA,4,116,3852.0
1,GA,4,117,3852.0
1,GA,4,118,3852.0
1,GA,4,119,3852.0
1,GA,4,120,3852.0
1,GA,4,121,3852.0
1,GA,4,122,3852.0
1,GA,4,123,3851.0
1,GA,4,124,3851.0
1,GA,4,125,3851.0
1,GA,4,126,3851.0
1,GA,4,127,3851.0
1,GA,4,128,3851.0
1,GA,4,129,3851.0
1,GA,4,130,3851.0
1,GA,4,131,3851.0
1,GA,4,132,3851.0
1,GA,4,133,3851.0
1,GA,4,134,3851.0
1,GA,4,135,3851.0
1,GA,4,136,3851.0
1,GA,4,137,3851.0
1,GA,4,138,3851.0
1,GA,4,139,3851.0
1,GA,4,140,3851.0
1,GA,4,141,3851.0
1,GA,4,142,3851.0
1,GA,4,143,3851.0
1,GA,4,144,3851.0
1,GA,4,145,3851.0
1,GA,4,146,3851.0
1,GA,4,147,3851.0
1,GA,4,148,3851.0
1,GA,4,149,3851.0
1,GA,4,150,3851.0
1,GA,4,151,3851.0
1,GA,4,152,3851.0
1,GA,4,153,3851.0
1,GA,4,154,3851.0
1,GA,4,155,3851.0
1,GA,4,156,3851.0
1,GA,4,157,3851.0
1,GA,4,158,3851.0
1,GA,4,159,3851.0
1,GA,4,160,3851.0
1,GA,4,161,3851.0
1,GA,4,162,3851.0
1,GA,4,163,3851.0
1,GA,4,164,3851.0
1,GA,4,165,3851.0
1,GA,4,166,3851.0
1,GA,4,167,3851.0
1,GA,4,168,3851.0
1,GA,4,169,3851.0
1,GA,4,170,3851.0
1,GA,4,171,3851.0
1,GA,4,172,3851.0
1,GA,4,173,3851.0
1,GA,4,174,3851.0
1,GA,4,175,3851.0
1,GA,4,176,3851.0
1,GA,4,177,3851.0
1,GA,4,178,3851.0
1,GA,4,179,3851.0
1,GA,4,180,3851.0
1,GA,4,181,3851.0
1,GA,4,182,3851.0
1,GA,4,183,3851.0
1,GA,4,184,3851.0
1,GA,4,185,3851.0
1,GA,4,186,3851.0
1,GA,4,187,3851.0
1,GA,4,188,3851.0
1,GA,4,189,3851.0
1,GA,4,190,3851.0
1,GA,4,191,3851.0
1,GA,4,192,3851.0
1,GA,4,193,3851.0
1,GA,4,194,3851.0
1,GA,4,195,3851.0
1,GA,4,196,3851.0
1,GA,4,197,3851.0
1,GA,4,198,3851.0
1,GA,4,199,3851.0
1,GA,4,200,3851.0
1,GA,4,201,3851.0
1,GA,5,1,38996.12078316375
1,GA,5,2,31307.032779207355
1,GA,5,3,21178.650588001336
1,GA,5,4,18646.507444488234
1,GA,5,5,13785.77903188787
1,GA,5,6,12821.570539298773
1,GA,5,7,11644.557382592719
1,GA,5,8,11177.652895417084
1,GA,5,9,11130.652895417084
1,GA,5,10,10429.822090030415
1,GA,5,11,9756.166229562301
1,GA,5,12,7931.739758333378
1,GA,5,13,7931.739758333378
1,GA,5,14,7914.739758333378
1,GA,5,15,7245.039635296602
1,GA,5,16,7185.739758333378
1,GA,5,17,6499.108697436044
1,GA,5,18,5842.108697436044
1,GA,5,19,5751.108697436044
1,GA,5,20,5515.108697436044
1,GA,5,21,5420.564859299931
1,GA,5,22,5274.561727524455
1,GA,5,23,5020.574647947099
1,GA,5,24,4730.10392207696
1,GA,5,25,4658.0
1,GA,5,26,4574.943011195566
1,GA,5,27,4519.996868224524
1,GA,5,28,4270.918906742754
1,GA,5,29,4152.6083400603375
1,GA,5,30,4123.943011195566
1,GA,5,31,4111.0
1,GA,5,32,4045.0
1,GA,5,33,4014.0
1,GA,5,34,4014.0
1,GA,5,35,3986.0
1,GA,5,36,3969.0
1,GA,5,37,3962.0
1,GA,5,38,3926.0
1,GA,5,39,3925.0
1,GA,5,40,3925.0
1,GA,5,41,3903.0
1,GA,5,42,3903.0
1,GA,5,43,3892.0
1,GA,5,44,3892.0
1,GA,5,45,3891.0
1,GA,5,46,3877.0
1,GA,5,47,3877.0
1,GA,5,48,3877.0
1,GA,5,49,3877.0
1,GA,5,50,3877.0
1,GA,5,51,3874.0
1,GA,5,52,3874.0
1,GA,5,53,3870.0
1,GA,5,54,3867.0
1,GA,5,55,3867.0
1,GA,5,56,3867.0
1,GA,5,57,3867.0
1,GA,5,58,3867.0
1,GA,5,59,3866.0
1,GA,5,60,3866.0
1,GA,5,61,3866.0
1,GA,5,62,3866.0
1,GA,5,63,3866.0
1,GA,5,64,3863.0
1,GA,5,65,3860.0
1,GA,5,66,3860.0
1,GA,5,67,3860.0
1,GA,5,68,3860.0
1,GA,5,69,3856.0
1,GA,5,70,3856.0
1,GA,5,71,3856.0
1,GA,5,72,3855.0
1,GA,5,73,3855.0
1,GA,5,74,3855.0
1,GA,5,75,3855.0
1,GA,5,76,3855.0
1,GA,5,77,3853.0
1,GA,5,78,3853.0
1,GA,5,79,3853.0
1,GA,5,80,3852.0
1,GA,5,81,3852.0
1,GA,5,82,3852.0
1,GA,5,83,3852.0
1,GA,5,84,3852.0
1,GA,5,85,3852.0
1,GA,5,86,3851.0
1,GA,5,87,3851.0
1,GA,5,88,3851.0
1,GA,5,89,3851.0
1,GA,5,90,3851.0
1,GA,5,91,3851.0
1,GA,5,92,3851.0
1,GA,5,93,3851.0
1,GA,5,94,3851.0
1,GA,5,95,3851.0
1,GA,5,96,3851.0
1,GA,5,97,3851.0
1,GA,5,98,3851.0
1,GA,5,99,3851.0
1,GA,5,100,3851.0
1,GA,5,101,3851.0
1,GA,5,102,3851.0
1,GA,5,103,3851.0
1,GA,5,104,3851.0
1,GA,5,105,3851.0
1,GA,5,106,3851.0
1,GA,5,107,3851.0
1,GA,5,108,3851.0
1,GA,5,109,3851.0
1,GA,5,110,3851.0
1,GA,5,111,3851.0
1,GA,5,112,3851.0
1,GA,5,113,3851.0
1,GA,5,114,3851.0
1,GA,5,115,3851.0
1,GA,5,116,3851.0
1,GA,5,117,3850.0
1,GA,5,118,3850.0
1,GA,5,119,3850.0
1,GA,5,120,3850.0
1,GA,5,121,3850.0
1,GA,5,122,3850.0
1,GA,5,123,3850.0
1,GA,5,124,3850.0
1,GA,5,125,3850.0
1,GA,5,126,3850.0
1,GA,5,127,3850.0
1,GA,5,128,3850.0
1,GA,5,129,3850.0
1,GA,5,130,3850.0
1,GA,5,131,3850.0
1,GA,5,132,3850.0
1,GA,5,133,3850.0
1,GA,5,134,3850.0
1,GA,5,135,3850.0
1,GA,5,136,3850.0
1,GA,5,137,3850.0
1,GA,5,138,3850.0
1,GA,5,139,3850.0
1,GA,5,140,3850.0
1,GA,5,141,3850.0
1,GA,5,142,3850.0
1,GA,5,143,3850.0
1,GA,5,144,3850.0
1,GA,5,145,3850.0
1,GA,5,146,3850.0
1,GA,5,147,3850.0
1,GA,5,148,3850.0
1,GA,5,149,3850.0
1,GA,5,150,3850.0
1,GA,5,151,3850.0
1,GA,5,152,3850.0
1,GA,5,153,3850.0
1,GA,5,154,3850.0
1,GA,5,155,3850.0
1,GA,5,156,3850.0
1,GA,5,157,3850.0
1,GA,5,158,3850.0
1,GA,5,159,3850.0
1,GA,5,160,3850.0
1,GA,5,161,3850.0
1,GA,5,162,3850.0
