profile_id,algorithm,run,fitness,time_s,target_cal,achieved_cal,cal_penalty,days_cal_ok,days_macro_ok,hard_constraints_ok,allergy_violations,dislike_violations,likes_included
3,ACO,22,2509.16,73.22717666625977,3102.84,3098.57,0.0,7,7,True,0,0,28
3,ACO,23,2313.16,74.45264291763306,3102.84,3107.71,0.0,7,7,True,0,0,32
3,ACO,24,2589.16,74.71085858345032,3102.84,3105.43,0.0,7,7,True,0,0,26
3,ACO,25,2471.84,74.10598421096802,3102.84,3100.71,0.0,7,7,True,0,0,28
3,ACO,26,2401.16,73.27234101295471,3102.84,3107.43,0.0,7,7,True,0,0,30
3,ACO,27,2420.119999999999,74.28694820404053,3102.84,3105.71,0.0,7,7,True,0,0,29
3,ACO,28,2265.84,73.79190611839294,3102.84,3102.71,0.0,7,7,True,0,0,32
3,ACO,29,2469.4799999999996,73.75433206558228,3102.84,3105.14,0.0,7,7,True,0,0,29
3,ACO,30,2549.16,74.10490679740906,3102.84,3105.14,0.0,7,7,True,0,0,27
4,GA,1,3404.5,8.850068092346191,1710.5,1710.29,0.0,7,7,True,0,0,9
4,GA,2,3259.5,8.69739031791687,1710.5,1709.57,0.0,7,7,True,0,0,12
4,GA,3,3462.5,8.753800392150879,1710.5,1711.0,0.0,7,7,True,0,0,8
4,GA,4,3306.5,8.663042545318604,1710.5,1710.57,0.0,7,7,True,0,0,11
4,GA,5,3403.5,8.803261756896973,1710.5,1710.57,0.0,7,7,True,0,0,9
4,GA,6,3254.5,8.722957372665405,1710.5,1710.0,0.0,7,7,True,0,0,12
4,GA,7,3305.5,9.570053100585938,1710.5,1710.57,0.0,7,7,True,0,0,11
4,GA,8,3418.5,9.629822015762329,1710.5,1709.71,0.0,7,7,True,0,0,9
4,GA,9,3393.5,8.89972710609436,1710.5,1715.86,0.0,7,7,True,0,0,10
4,GA,10,3354.5,9.023630142211914,1710.5,1710.14,0.0,7,7,True,0,0,10
4,GA,11,3255.5,8.610985279083252,1710.5,1710.86,0.0,7,7,True,0,0,12
4,GA,12,3364.5,8.922972440719604,1710.5,1711.86,0.0,7,7,True,0,0,10
4,GA,13,3311.626616746086,9.099858283996582,1710.5,1711.14,0.0,7,6,True,0,0,11
4,GA,14,3406.5,9.19397234916687,1710.5,1709.86,0.0,7,7,True,0,0,9
4,GA,15,3304.5,9.306164503097534,1710.5,1710.71,0.0,7,7,True,0,0,11
4,GA,16,3266.5,8.907997608184814,1710.5,1708.29,0.0,7,7,True,0,0,12
4,GA,17,3457.5,9.032096147537231,1710.5,1710.29,0.0,7,7,True,0,0,8
4,GA,18,3256.5,9.06667447090149,1710.5,1709.86,0.0,7,7,True,0,0,12
4,GA,19,3453.5,9.019863367080688,1710.5,1710.57,0.0,7,7,True,0,0,8
4,GA,20,3355.5,9.150605916976929,1710.5,1710.43,0.0,7,7,True,0,0,10
4,GA,21,3204.5,9.20237946510315,1710.5,1710.43,0.0,7,7,True,0,0,13
4,GA,22,3407.5,9.10520339012146,1710.5,1711.29,0.0,7,7,True,0,0,9
4,GA,23,3304.5,9.111266136169434,1710.5,1710.57,0.0,7,7,True,0,0,11
4,GA,24,3507.5,9.031478643417358,1710.5,1710.29,0.0,7,7,True,0,0,7
4,GA,25,3359.5,8.982141733169556,1710.5,1711.43,0.0,7,7,True,0,0,10
4,GA,26,3406.5,9.306238174438477,1710.5,1711.29,0.0,7,7,True,0,0,9
4,GA,27,3459.5,9.073563814163208,1710.5,1711.0,0.0,7,7,True,0,0,8
4,GA,28,3377.5,9.593100786209106,1710.5,1714.14,0.0,7,7,True,0,0,10
4,GA,29,3257.5,9.311644077301025,1710.5,1710.43,0.0,7,7,True,0,0,12
4,GA,30,3404.5,9.166415929794312,1710.5,1710.86,0.0,7,7,True,0,0,9
4,ACO,1,2891.5,65.46659636497498,1710.5,1704.57,0.0,7,7,True,0,0,21
4,ACO,2,2800.8801551151055,64.97841429710388,1710.5,1710.29,0.0,7,6,True,0,0,22
4,ACO,3,2772.5,63.884740352630615,1710.5,1710.43,0.0,7,7,True,0,0,22
4,ACO,4,2738.5,67.2185959815979,1710.5,1715.29,0.0,7,7,True,0,0,23
4,ACO,5,2768.5,65.76050782203674,1710.5,1712.71,0.0,7,7,True,0,0,23
4,ACO,6,2834.5,64.64972686767578,1710.5,1718.86,0.0,7,7,True,0,0,22
4,ACO,7,2779.5,64.1728150844574,1710.5,1710.71,0.0,7,7,True,0,0,22
4,ACO,8,2700.8639701382936,64.98093032836914,1710.5,1714.14,0.0,7,6,True,0,0,24
4,ACO,9,2711.5,64.77920055389404,1710.5,1709.71,0.0,7,7,True,0,0,25
4,ACO,10,2739.5,64.83296155929565,1710.5,1707.57,0.0,7,7,True,0,0,23
4,ACO,11,2732.965278585553,62.6511914730072,1710.5,1710.29,0.0,7,6,True,0,0,23
4,ACO,12,2804.5,64.0798499584198,1710.5,1714.71,0.0,7,7,True,0,0,22
4,ACO,13,2766.5,65.31637954711914,1710.5,1710.43,0.0,7,7,True,0,0,22
4,ACO,14,2686.5,64.01326060295105,1710.5,1710.86,0.0,7,7,True,0,0,24
4,ACO,15,2710.5,65.25821352005005,1710.5,1712.71,0.0,7,7,True,0,0,24
4,ACO,16,2776.5,64.1643877029419,1710.5,1712.57,0.0,7,7,True,0,0,22
4,ACO,17,2787.5,64.20571565628052,1710.5,1712.57,0.0,7,7,True,0,0,22
4,ACO,18,2730.5,63.852996587753296,1710.5,1720.29,0.0,7,7,True,0,0,24
4,ACO,19,2777.5,64.4684317111969,1710.5,1712.14,0.0,7,7,True,0,0,22
4,ACO,20,2646.5,64.22338819503784,1710.5,1705.29,0.0,7,7,True,0,0,25
4,ACO,21,2630.5,63.217159032821655,1710.5,1712.14,0.0,7,7,True,0,0,25
4,ACO,22,2755.5,64.42012429237366,1710.5,1716.14,0.0,7,7,True,0,0,23
4,ACO,23,2755.5,65.65786027908325,1710.5,1716.14,0.0,7,7,True,0,0,23
4,ACO,24,2676.960421429896,63.77681612968445,1710.5,1709.29,0.0,7,6,True,0,0,24
4,ACO,25,2738.7883295194506,64.49251651763916,1710.5,1713.29,0.0,7,6,True,0,0,24
4,ACO,26,2682.5,64.3374834060669,1710.5,1709.29,0.0,7,7,True,0,0,24
4,ACO,27,2764.5,63.864585876464844,1710.5,1719.29,0.0,7,7,True,0,0,23
4,ACO,28,2673.5,64.29736495018005,1710.5,1712.71,0.0,7,7,True,0,0,24
4,ACO,29,2936.5,63.387351751327515,1710.5,1714.71,0.0,7,7,True,0,0,19
4,ACO,30,2870.4079954495364,64.34848046302795,1710.5,1724.14,0.0,7,5,True,0,0,22
5,GA,1,3202.5,9.004698276519775,1401.3,1401.14,0.0,7,7,True,0,0,13
5,GA,2,3057.5,8.725292444229126,1401.3,1400.43,0.0,7,7,True,0,0,16
5,GA,3,2985.7000000000007,8.814974069595337,1401.3,1406.14,0.0,7,7,True,0,0,18
5,GA,4,3352.5,9.373201131820679,1401.3,1401.14,0.0,7,7,True,0,0,10
5,GA,5,3202.1000000000004,9.775960445404053,1401.3,1401.0,0.0,7,7,True,0,0,13
5,GA,6,3053.5,8.823566436767578,1401.3,1401.29,0.0,7,7,True,0,0,16
5,GA,7,3208.3,8.582071781158447,1401.3,1400.71,0.0,7,7,True,0,0,13
5,GA,8,3203.7,9.718668222427368,1401.3,1401.57,0.0,7,7,True,0,0,13
5,GA,9,3215.7,9.053595781326294,1401.3,1403.29,0.0,7,7,True,0,0,13
5,GA,10,3053.2999999999993,8.892752885818481,1401.3,1401.43,0.0,7,7,True,0,0,16
5,GA,11,3452.1000000000004,8.84332013130188,1401.3,1401.0,0.0,7,7,True,0,0,8
5,GA,12,3202.9000000000005,8.870019435882568,1401.3,1401.29,0.0,7,7,True,0,0,13
5,GA,13,3008.3,9.11695909500122,1401.3,1401.0,0.0,7,7,True,0,0,17
5,GA,14,3206.8999999999996,9.35257077217102,1401.3,1401.86,0.0,7,7,True,0,0,13
5,GA,15,3034.2999999999993,9.176606178283691,1401.3,1405.86,0.0,7,7,True,0,0,17
5,GA,16,3302.8999999999996,9.407957553863525,1401.3,1401.29,0.0,7,7,True,0,0,11
5,GA,17,3305.3,8.865910053253174,1401.3,1401.71,0.0,7,7,True,0,0,11
